,PLAYER,TEAM,AGE,GP,W,L,MIN,USG%,%FGM,%FGA,%3PM,%3PA,%FTM,%FTA,%OREB,%DREB,%REB,%AST,%TOV,%STL,%BLK,%BLKA,%PF,%PFD,%PTS
0,Domantas Sabonis,IND,25,31,13,18,1057.0,21.2,24.3,19.2,8.7,9.8,35.1,36.1,45.3,34.3,36.8,24.4,28.9,21.1,9.8,24.0,24.2,37.2,24.1
1,Gordon Hayward,CHA,31,31,16,15,1052.0,21.3,21.0,20.8,18.5,17.9,31.2,27.4,11.7,17.5,16.1,20.8,22.3,12.3,15.8,16.5,12.8,27.2,22.1
2,Jonas Valanciunas,NOP,29,31,10,21,980.0,24.2,28.6,23.9,14.3,11.0,31.5,31.0,46.6,36.5,39.0,15.0,23.4,12.2,40.0,21.1,24.9,32.3,27.5
3,Kelly Oubre Jr.,CHA,26,31,16,15,903.0,22.1,24.2,24.4,33.8,33.9,13.8,16.3,17.5,14.7,15.4,8.7,14.4,22.2,9.3,22.6,21.8,16.4,23.9
4,Miles Bridges,CHA,23,31,16,15,1135.0,21.9,22.0,22.3,17.8,21.1,27.6,27.1,16.6,23.9,22.2,19.0,19.5,17.2,22.8,22.1,18.2,24.0,22.1
5,Nickeil Alexander-Walker,NOP,23,31,10,21,877.0,23.9,21.9,26.0,29.2,32.3,15.5,16.3,13.4,14.2,13.9,18.1,17.7,22.6,15.7,29.4,16.2,15.1,21.8
6,Pat Connaughton,MIL,28,31,19,12,910.0,14.4,18.2,16.3,30.0,25.5,8.4,8.1,12.9,18.7,17.3,10.0,9.5,20.9,13.3,6.6,14.4,10.2,18.3
7,Buddy Hield,SAC,29,30,12,18,857.0,22.7,21.9,25.2,48.2,43.4,15.2,13.3,10.1,16.6,14.8,15.6,19.8,20.0,10.4,19.4,16.6,12.0,23.7
8,Carmelo Anthony,LAL,37,30,16,14,828.0,18.6,19.2,21.3,32.6,30.2,19.8,18.2,15.3,15.9,15.8,7.0,8.9,17.5,19.8,9.5,19.0,17.2,20.8
9,Deni Avdija,WAS,20,30,15,15,642.0,13.9,14.1,15.2,21.1,20.6,10.8,11.5,19.7,24.6,23.6,12.6,10.8,21.1,31.4,15.1,26.2,11.0,14.1
10,Desmond Bane,MEM,23,30,19,11,863.0,21.7,25.6,24.8,37.5,32.2,12.0,10.4,6.9,18.4,15.5,15.8,16.5,15.1,12.0,18.6,21.3,9.0,24.8
11,Dewayne Dedmon,MIA,32,30,18,12,516.0,15.1,18.0,14.8,6.4,4.3,18.7,19.9,44.5,36.6,38.7,9.7,17.0,18.6,41.9,25.8,33.3,19.1,16.6
12,Duncan Robinson,MIA,27,30,18,12,849.0,17.5,17.2,20.3,36.6,38.1,7.4,8.0,6.3,15.8,13.5,9.7,9.4,18.0,17.4,17.0,24.3,8.0,18.2
13,Franz Wagner,ORL,20,30,5,25,966.0,19.7,22.1,21.3,17.2,15.6,19.5,18.6,18.7,13.6,14.8,18.9,13.6,25.2,13.4,28.2,18.6,16.4,21.2
14,Grayson Allen,MIL,26,30,18,12,875.0,16.5,18.0,18.8,33.3,29.6,12.2,10.5,7.5,13.7,12.4,8.7,9.4,16.1,12.8,16.8,14.7,9.9,19.3
15,Jusuf Nurkic,POR,27,30,12,18,752.0,21.4,24.3,19.4,2.6,4.1,34.4,35.3,54.5,40.4,43.1,19.6,29.0,28.8,19.5,27.6,33.6,34.2,23.4
16,Kentavious Caldwell-Pope,WAS,28,30,15,15,871.0,16.8,16.4,18.2,33.1,28.0,13.6,12.1,11.4,14.4,13.8,11.3,14.1,33.9,12.1,15.9,16.6,14.2,17.6
17,Larry Nance Jr.,POR,28,30,12,18,650.0,12.8,14.9,12.9,6.9,9.3,10.9,14.8,30.8,26.2,27.3,16.3,13.1,25.0,16.4,9.7,17.3,16.8,13.3
18,Montrezl Harrell,WAS,27,30,15,15,779.0,20.1,25.5,19.1,1.3,1.8,37.3,38.3,48.9,28.2,32.2,16.9,16.8,15.7,37.0,26.0,19.9,33.4,25.1
19,Myles Turner,IND,25,30,13,17,887.0,16.7,18.5,16.9,24.6,21.7,20.2,21.9,24.9,27.7,27.1,6.8,15.4,13.0,68.5,11.1,21.7,21.2,19.4
20,P.J. Tucker,MIA,36,30,18,12,856.0,11.1,13.4,11.9,15.9,12.7,5.1,5.4,26.5,20.7,22.1,14.3,10.6,16.7,21.7,9.0,19.2,12.1,12.5
21,Ricky Rubio,CLE,31,30,18,12,850.0,22.9,18.1,22.7,22.4,23.8,24.1,22.9,6.4,16.8,14.4,43.4,29.8,27.7,5.5,25.0,22.3,24.4,19.6
22,Robert Covington,POR,31,30,12,18,822.0,11.7,10.8,12.7,19.7,20.7,1.1,0.8,12.6,21.9,20.1,9.2,14.1,27.8,40.0,10.0,22.7,4.7,10.4
23,Russell Westbrook,LAL,33,30,16,14,1078.0,26.5,24.0,24.5,15.4,16.1,31.4,33.3,17.6,23.9,22.6,48.0,39.2,18.3,5.3,38.5,20.5,28.3,24.2
24,Steven Adams,MEM,28,30,19,11,754.0,13.0,11.6,10.2,0.0,0.0,22.5,29.1,57.3,26.0,34.3,21.4,22.4,17.9,23.4,18.8,19.3,29.5,12.0
25,Tyus Jones,MEM,25,30,19,11,634.0,14.8,17.0,16.1,18.5,15.5,12.1,10.2,5.2,15.9,13.2,36.3,13.6,20.5,2.5,12.8,5.2,12.9,16.5
26,Wendell Carter Jr.,ORL,22,30,5,25,865.0,18.2,21.8,19.1,18.3,17.9,16.5,18.0,37.7,36.7,36.9,18.8,15.4,15.5,20.9,17.4,23.0,21.0,20.6
27,Aaron Gordon,DEN,26,29,15,14,945.0,18.0,18.5,17.8,12.6,13.3,25.3,25.4,34.2,15.5,19.0,12.1,17.8,13.1,29.6,24.2,16.6,22.9,18.7
28,Aaron Holiday,WAS,25,29,14,15,478.0,17.7,19.1,18.3,17.0,14.6,11.6,11.2,4.8,13.0,11.4,23.9,22.7,26.7,15.1,15.0,23.4,15.4,17.7
29,Andre Drummond,PHI,28,29,14,15,571.0,16.4,15.3,13.7,0.0,0.3,17.9,25.8,68.8,47.7,52.8,20.8,32.2,28.0,44.9,26.2,30.6,26.2,14.0
30,Andrew Wiggins,GSW,26,29,24,5,901.0,23.6,26.5,25.3,23.9,20.8,24.0,25.2,18.0,13.8,14.7,9.8,15.6,13.6,19.6,25.4,13.9,27.6,25.8
31,Chris Duarte,IND,24,29,13,16,843.0,20.7,19.8,22.2,28.7,26.2,12.7,13.3,9.5,16.7,15.1,14.0,18.7,22.0,3.8,22.6,14.9,15.6,19.7
32,Clint Capela,ATL,27,29,14,15,864.0,15.1,18.9,15.9,0.0,0.2,13.0,20.5,57.2,40.3,44.4,8.9,8.5,19.7,51.7,18.1,21.4,17.1,16.1
33,Cody Martin,CHA,26,29,16,13,799.0,12.6,13.9,13.2,15.5,11.8,14.5,14.5,23.0,17.0,18.5,17.3,9.9,30.1,18.8,16.1,15.3,16.7,14.1
34,Davion Mitchell,SAC,23,29,12,17,744.0,18.3,18.9,20.7,19.6,20.2,8.0,8.7,9.7,10.9,10.6,31.9,14.0,17.1,9.1,16.9,19.7,9.9,17.3
35,De'Aaron Fox,SAC,23,29,12,17,993.0,27.5,26.9,27.5,14.0,17.7,32.8,33.9,7.0,13.1,11.7,31.5,26.2,28.0,13.3,23.9,19.6,32.3,26.7
36,Eric Bledsoe,LAC,32,29,16,13,766.0,17.8,16.8,17.4,13.5,15.2,19.1,19.9,12.5,16.9,15.9,28.2,23.0,29.2,18.6,16.7,14.9,23.4,16.7
37,Evan Fournier,NYK,29,29,13,16,815.0,19.4,20.3,21.2,30.7,29.8,12.6,12.6,7.4,11.3,10.5,13.0,16.2,24.0,6.8,10.8,17.2,10.1,20.6
38,Garrett Temple,NOP,35,29,10,19,532.0,13.5,13.1,14.0,25.0,22.4,13.3,12.8,14.5,16.9,16.2,12.0,14.1,32.9,34.1,11.3,22.0,14.2,14.5
39,Immanuel Quickley,NYK,22,29,13,16,633.0,20.6,19.3,22.4,29.6,32.6,19.5,17.2,7.9,12.7,11.5,26.5,17.8,17.8,2.6,14.9,22.3,16.5,20.6
40,Ivica Zubac,LAC,24,29,16,13,718.0,14.5,17.9,12.2,0.0,0.0,34.4,35.8,58.7,29.6,35.2,9.7,16.9,16.3,52.4,35.8,28.7,28.1,18.0
41,Jae'Sean Tate,HOU,26,29,9,20,816.0,19.1,21.8,19.5,11.4,12.5,21.5,21.1,33.3,19.3,22.3,23.8,18.6,22.9,22.1,23.4,27.8,19.9,20.5
42,Jaren Jackson Jr.,MEM,22,29,18,11,787.0,25.1,24.2,25.8,28.5,30.4,32.0,30.3,16.1,21.4,20.1,6.9,21.7,15.4,50.5,31.8,30.3,25.0,25.9
43,Jayson Tatum,BOS,23,29,14,15,1059.0,31.7,31.2,33.1,31.4,31.8,35.3,35.1,14.4,28.3,25.2,21.5,27.5,17.4,16.7,37.1,16.8,30.7,31.9
44,Jeff Green,DEN,35,29,15,14,732.0,16.3,16.2,15.9,13.6,13.7,27.2,26.0,11.2,14.9,14.3,9.0,15.2,7.7,25.9,14.6,26.4,21.1,17.4
45,John Collins,ATL,24,29,14,15,939.0,19.0,22.3,19.5,14.8,14.7,26.2,25.8,25.2,25.8,25.7,12.2,13.4,18.2,36.8,23.0,25.0,28.3,22.1
46,Julius Randle,NYK,27,29,13,16,1022.0,27.0,25.6,25.9,18.9,19.6,33.5,32.8,24.2,32.4,30.5,33.6,34.3,16.2,16.8,25.3,22.0,32.5,25.9
47,Kevon Looney,GSW,25,29,24,5,540.0,13.4,15.1,13.4,0.0,0.2,17.3,22.0,54.3,28.1,34.2,11.0,10.1,14.9,31.8,27.3,32.1,17.3,13.5
48,Luke Kennard,LAC,25,29,16,13,831.0,15.3,16.9,17.6,35.7,28.7,8.0,6.5,3.8,15.6,13.1,14.6,9.8,15.4,2.4,8.1,13.3,7.3,18.0
49,Malik Beasley,MIN,25,29,14,15,750.0,18.6,19.3,22.0,31.7,32.8,7.1,7.5,5.2,17.0,13.7,13.1,8.6,13.2,6.5,16.1,9.9,5.0,19.3
50,Monte Morris,DEN,26,29,15,14,875.0,18.6,20.3,20.5,22.5,21.5,6.2,6.4,4.6,11.0,9.8,24.2,15.6,18.9,7.7,16.1,15.0,8.3,18.9
51,Nemanja Bjelica,GSW,33,29,24,5,414.0,19.6,20.2,19.6,21.2,18.9,16.0,18.6,30.5,28.1,28.6,19.3,23.7,20.9,31.3,24.2,26.1,19.5,19.7
52,Patty Mills,BKN,33,29,21,8,864.0,17.0,17.7,19.2,41.5,35.9,6.4,6.2,5.2,7.2,6.8,14.1,13.0,14.5,7.1,9.4,10.6,10.4,18.5
53,R.J. Hampton,ORL,20,29,5,24,536.0,20.2,19.5,19.3,21.0,16.0,20.7,26.8,9.3,19.3,17.2,29.2,24.3,17.3,9.8,22.9,18.6,24.0,19.9
54,Raul Neto,WAS,29,29,14,15,578.0,19.0,18.4,19.5,10.3,14.4,16.7,17.4,3.7,12.6,10.8,25.7,22.6,26.4,2.0,21.6,19.8,24.3,17.4
55,Reggie Jackson,LAC,31,29,16,13,958.0,25.7,24.2,28.0,29.5,32.5,15.1,15.4,10.8,11.8,11.6,27.4,21.8,12.2,5.5,16.9,16.0,17.8,23.6
56,Trae Young,ATL,23,29,14,15,990.0,33.9,30.8,32.1,30.1,30.7,46.4,42.3,11.0,13.0,12.5,52.6,48.6,20.8,3.0,42.9,13.1,38.0,33.0
57,Trey Murphy III,NOP,21,29,9,20,388.0,13.1,14.7,15.6,33.3,28.1,6.1,6.1,14.5,16.2,15.7,9.6,7.2,14.3,14.3,15.6,19.6,9.4,15.1
58,Alec Burks,NYK,30,28,13,15,733.0,18.1,17.1,19.2,27.3,25.2,23.6,23.3,7.7,19.0,16.2,18.5,11.3,27.8,9.3,11.4,19.7,24.6,19.5
59,Alperen Sengun,HOU,19,28,9,19,516.0,21.5,20.7,19.4,7.0,8.5,36.7,36.7,37.1,27.0,29.6,29.9,26.2,36.1,43.1,29.2,35.1,38.8,21.7
60,Anthony Edwards,MIN,20,28,13,15,1006.0,27.0,27.3,27.4,29.5,28.1,24.0,23.8,11.8,19.3,17.1,21.5,28.8,24.7,16.7,20.0,13.7,16.9,27.1
61,Bojan Bogdanovic,UTA,32,28,20,8,832.0,21.3,21.4,22.3,27.0,24.2,27.5,24.3,12.7,14.1,13.8,12.2,16.5,9.2,1.1,33.8,12.7,18.6,23.0
62,Cameron Johnson,PHX,25,28,23,5,683.0,16.1,17.2,18.6,37.9,32.4,12.0,11.7,6.9,18.4,15.9,10.1,9.5,17.7,11.7,14.1,14.9,12.4,18.5
63,Chris Paul,PHX,36,28,23,5,906.0,20.3,18.4,18.8,12.6,14.0,30.1,28.9,4.9,15.9,14.0,55.2,28.8,33.3,12.7,10.8,17.7,28.9,19.3
64,Darius Garland,CLE,21,28,17,11,959.0,25.1,24.5,25.0,30.0,28.3,19.4,17.3,6.3,10.1,9.3,39.9,35.0,24.3,3.0,14.4,16.3,14.2,24.4
65,Dejounte Murray,SAS,25,28,11,17,963.0,24.7,23.2,25.2,17.0,19.0,19.3,19.2,15.0,29.0,25.8,40.5,27.5,33.3,11.1,22.0,16.5,21.0,22.2
66,Derrick White,SAS,27,28,11,17,875.0,19.8,18.9,20.4,25.0,28.5,29.6,24.3,7.0,14.7,12.9,29.0,16.7,21.8,25.0,10.4,21.0,28.6,20.8
67,Devonte' Graham,NOP,26,28,9,19,876.0,19.7,17.8,21.2,40.1,37.8,12.4,12.5,6.6,9.1,8.5,27.6,18.1,24.1,5.6,10.3,11.2,12.8,19.3
68,Dorian Finney-Smith,DAL,28,28,14,14,899.0,13.0,13.3,13.7,21.5,19.0,6.8,8.4,25.3,13.8,16.5,11.7,11.8,29.6,19.7,12.0,18.1,7.4,13.5
69,Draymond Green,GSW,31,28,23,5,849.0,14.1,12.6,10.9,3.1,4.1,13.6,16.9,19.2,29.1,27.0,39.2,28.9,22.4,30.8,9.2,21.0,18.6,11.5
70,Dwight Powell,DAL,30,28,14,14,536.0,11.3,14.3,10.6,5.6,4.8,19.9,21.1,44.2,19.5,25.7,12.8,13.1,15.0,33.3,18.4,31.6,25.1,14.0
71,Facundo Campazzo,DEN,30,28,14,14,567.0,14.3,13.4,14.5,19.9,19.5,17.1,15.2,11.6,11.7,11.7,32.2,17.1,31.2,17.0,7.3,21.0,22.4,14.7
72,Gary Payton II,GSW,29,28,23,5,393.0,14.0,20.9,14.9,12.4,11.0,14.1,17.4,32.5,17.5,20.8,8.1,10.2,35.5,17.1,7.7,26.4,15.5,18.8
73,Georges Niang,PHI,28,28,15,13,662.0,18.2,19.4,20.1,32.0,30.8,11.9,11.2,5.6,13.9,12.3,12.6,13.3,14.5,9.3,18.8,23.7,12.5,19.7
74,Grant Williams,BOS,23,28,14,14,618.0,11.7,13.9,12.4,25.1,20.4,12.8,12.7,13.6,17.6,16.8,9.3,9.4,12.1,25.0,4.9,22.8,14.2,15.1
75,Herbert Jones,NOP,23,28,10,18,766.0,12.4,12.9,12.4,6.4,6.6,10.7,11.2,17.9,11.5,13.1,13.2,14.5,28.6,37.3,21.8,26.6,11.4,11.9
76,Isaiah Hartenstein,LAC,23,28,16,12,457.0,16.9,22.3,16.3,1.7,0.9,25.4,29.7,57.3,23.4,30.4,20.2,19.0,27.6,64.8,8.3,37.8,30.0,20.4
77,JaVale McGee,PHX,33,28,23,5,448.0,23.5,31.9,22.7,0.9,1.3,28.1,31.3,57.5,39.0,43.9,7.5,28.7,12.7,45.8,13.0,34.6,31.9,28.1
78,Jae Crowder,PHX,31,28,23,5,789.0,14.8,13.0,15.7,29.7,31.7,11.2,11.5,8.5,20.7,18.4,8.6,13.9,22.9,22.4,7.1,22.1,13.7,14.4
79,Jarred Vanderbilt,MIN,22,28,13,15,682.0,10.1,12.2,9.7,0.9,1.5,12.5,12.9,44.8,32.5,36.3,10.1,12.8,31.9,25.3,23.5,24.4,17.2,10.7
80,Joe Ingles,UTA,34,28,20,8,689.0,12.7,12.9,13.7,23.6,21.5,4.6,4.7,8.1,13.3,12.2,29.1,14.0,14.7,5.4,5.7,16.8,5.8,13.3
81,John Konchar,MEM,25,28,19,9,442.0,9.8,12.6,10.0,15.3,10.5,6.2,8.5,21.7,23.5,23.0,15.1,10.9,20.4,10.6,5.8,18.3,9.0,12.0
82,Jordan Clarkson,UTA,29,28,20,8,701.0,26.5,25.5,30.5,31.9,36.9,17.6,16.0,11.8,12.2,12.1,18.5,15.8,19.2,7.0,21.2,16.4,15.1,25.2
83,Jordan Poole,GSW,22,28,23,5,860.0,24.6,23.9,25.5,29.0,31.7,28.0,23.1,4.8,13.2,11.5,19.1,24.6,17.9,6.9,30.8,21.9,20.7,25.2
84,Juan Toscano-Anderson,GSW,28,28,24,4,438.0,14.0,14.0,13.0,6.5,8.8,12.9,15.4,19.8,18.7,18.9,24.3,23.3,22.2,22.2,21.2,22.0,14.4,12.8
85,Karl-Anthony Towns,MIN,26,28,14,14,963.0,27.3,30.3,26.3,22.4,19.0,40.8,38.5,30.3,26.2,27.4,20.2,30.9,17.3,30.8,35.8,23.2,38.8,30.7
86,Kenyon Martin Jr.,HOU,20,28,9,19,480.0,16.4,21.4,19.1,10.1,11.5,14.1,15.9,22.3,21.9,22.0,13.9,7.4,13.9,22.2,26.3,15.6,12.9,18.9
87,Kevin Huerter,ATL,23,28,13,15,774.0,16.2,17.0,17.3,23.8,23.3,5.0,4.7,6.5,13.7,12.2,19.1,18.6,11.5,9.1,7.6,18.3,5.1,16.1
88,Kyle Kuzma,WAS,26,28,15,13,913.0,19.3,17.9,19.8,28.0,26.9,14.7,17.2,16.1,29.9,27.2,18.1,19.9,14.2,18.4,17.2,15.6,13.7,18.4
89,Kyle Lowry,MIA,35,28,17,11,962.0,19.1,17.1,18.3,22.8,25.1,17.4,15.8,7.0,16.1,14.1,43.8,28.5,18.3,18.0,8.4,18.0,24.3,17.8
90,Malik Monk,LAL,23,28,15,13,666.0,17.0,18.0,18.8,27.9,27.8,8.7,7.9,8.3,13.1,12.1,19.6,17.4,18.0,8.5,18.9,14.6,7.3,17.7
91,Marcus Smart,BOS,27,28,14,14,958.0,16.3,13.6,16.2,15.4,18.8,15.7,16.5,7.8,13.5,12.2,34.4,20.5,38.4,6.9,13.0,18.8,22.0,14.1
92,Mikal Bridges,PHX,25,28,23,5,963.0,13.1,15.6,14.5,15.8,15.3,10.7,10.0,15.5,11.9,12.6,9.2,8.5,21.7,18.7,9.6,17.0,13.4,14.9
93,Rudy Gobert,UTA,29,28,20,8,882.0,16.4,20.1,13.4,0.0,0.1,39.7,44.4,50.0,48.1,48.5,6.6,18.3,18.3,66.7,29.9,23.1,43.4,20.0
94,Stephen Curry,GSW,33,28,23,5,962.0,30.4,28.8,32.1,45.6,43.2,37.7,30.4,9.3,18.3,16.2,28.3,28.9,23.7,12.7,27.8,13.7,27.1,32.4
95,Svi Mykhailiuk,TOR,24,28,13,15,501.0,16.0,17.0,16.9,25.9,25.1,13.3,12.2,11.5,17.3,15.5,14.3,17.1,21.1,6.0,16.7,19.2,10.4,17.4
96,Terance Mann,LAC,25,28,15,13,789.0,14.6,16.0,15.1,13.4,13.4,17.6,17.2,28.0,19.2,21.1,17.0,13.4,13.3,2.6,20.3,20.9,17.5,15.9
97,Terrence Ross,ORL,30,28,5,23,715.0,19.5,19.3,20.2,22.4,23.6,26.4,23.8,6.6,12.1,10.8,19.0,18.4,18.5,9.2,14.1,11.8,19.4,20.8
98,Tim Hardaway Jr.,DAL,29,28,14,14,878.0,20.9,20.0,23.2,28.9,29.8,19.2,19.1,6.3,16.4,14.1,15.4,9.1,21.8,4.6,19.7,15.0,16.3,21.0
99,Torrey Craig,IND,30,28,12,16,412.0,14.0,16.2,15.0,15.2,18.1,12.4,12.6,34.4,19.2,22.9,11.2,12.6,20.0,11.1,4.9,21.1,13.8,15.5
100,Tyrese Haliburton,SAC,21,28,12,16,930.0,15.7,16.5,16.5,22.4,18.2,6.9,6.9,12.9,13.4,13.3,37.7,20.7,31.8,23.3,14.3,9.8,11.3,15.6
101,Tyrese Maxey,PHI,21,28,14,14,969.0,21.0,23.0,22.1,15.3,14.8,23.7,22.3,6.9,12.9,11.7,29.6,17.0,13.5,16.8,24.2,17.5,20.1,22.3
102,Anthony Davis,LAL,28,27,13,14,955.0,26.7,31.0,27.5,4.6,8.7,38.6,37.7,38.7,27.8,30.1,15.7,19.5,18.6,46.2,23.1,16.4,35.1,29.4
103,Bradley Beal,WAS,28,27,12,15,968.0,30.2,29.8,30.7,21.7,24.8,32.1,31.1,15.1,13.8,14.1,32.9,32.5,17.8,7.8,20.0,16.5,27.7,29.4
104,Bryn Forbes,SAS,28,27,10,17,382.0,21.7,22.9,22.5,49.3,35.1,24.5,20.6,3.8,10.7,9.1,9.4,23.2,15.2,3.0,20.0,15.2,15.8,25.3
105,Christian Wood,HOU,26,27,9,18,858.0,22.7,24.9,24.1,19.6,19.3,23.4,27.5,30.9,39.0,37.3,15.2,15.3,13.4,31.5,24.1,19.2,29.7,24.0
106,Dalano Banton,TOR,22,27,13,14,342.0,16.1,15.6,15.0,8.3,8.7,18.0,17.0,19.8,19.8,19.8,33.1,27.6,16.7,17.2,22.6,27.3,17.4,15.2
107,Daniel Gafford,WAS,23,27,13,14,573.0,15.7,22.3,15.3,0.0,0.0,20.5,22.5,54.2,26.6,32.3,9.9,18.2,17.3,58.8,34.7,30.1,26.4,20.0
108,Darius Bazley,OKC,21,27,8,19,740.0,16.7,15.1,17.1,15.2,16.8,13.1,16.4,18.5,26.1,24.7,10.8,17.3,22.0,39.7,33.3,10.2,15.1,14.8
109,De'Anthony Melton,MEM,23,27,18,9,654.0,18.9,17.8,19.6,26.3,27.0,12.0,12.2,12.2,17.5,16.0,20.6,21.7,29.4,20.2,13.3,17.7,13.1,18.0
110,Delon Wright,ATL,29,27,14,13,388.0,10.6,9.1,10.4,8.4,9.2,10.6,10.9,24.3,18.8,19.9,31.3,15.2,29.8,15.6,8.6,11.2,15.1,9.3
111,Dennis Schroder,BOS,28,27,13,14,894.0,23.9,23.3,23.6,19.9,19.9,26.2,23.9,9.6,12.7,12.0,31.9,29.9,16.7,2.0,34.4,18.9,26.8,23.4
112,Donovan Mitchell,UTA,25,27,19,8,873.0,32.5,31.7,34.2,31.2,34.0,26.6,24.0,13.1,12.1,12.3,32.6,33.6,30.7,5.8,27.5,19.2,25.3,30.9
113,Drew Eubanks,SAS,24,27,10,17,384.0,17.4,16.9,14.9,1.1,2.1,32.2,31.6,47.8,30.2,33.4,17.8,29.1,15.6,50.0,26.7,32.3,39.1,17.5
114,Frank Jackson,DET,23,27,4,23,597.0,20.2,22.6,22.8,36.9,33.9,15.2,14.7,5.0,8.0,7.3,8.8,13.3,13.7,9.4,17.1,15.5,13.7,22.8
115,Fred VanVleet,TOR,27,27,13,14,1027.0,22.9,21.7,22.6,35.3,31.5,23.1,21.0,7.3,17.0,14.3,37.8,31.1,22.2,15.2,18.4,16.5,23.5,23.4
116,Furkan Korkmaz,PHI,24,27,14,13,600.0,18.6,16.8,20.2,24.7,29.0,13.5,13.5,6.4,17.3,15.0,22.9,14.5,15.3,4.7,13.8,8.3,13.4,17.3
117,Gabe Vincent,MIA,25,27,16,11,532.0,18.7,18.7,19.3,25.9,26.2,12.3,11.7,11.5,9.7,10.1,25.4,24.2,27.4,12.5,11.6,27.4,18.7,18.8
118,Jalen Brunson,DAL,25,27,14,13,795.0,21.2,24.0,21.8,12.8,12.9,22.9,22.6,10.5,16.2,14.9,36.6,21.1,20.4,1.4,23.2,15.4,28.8,22.6
119,Jarrett Allen,CLE,23,27,18,9,884.0,17.8,24.6,16.7,0.5,1.0,30.9,33.9,47.6,31.8,35.2,11.1,18.2,16.4,45.7,19.1,16.2,35.4,22.9
120,Jeremiah Robinson-Earl,OKC,21,27,8,19,590.0,14.8,15.7,15.5,19.0,18.3,12.0,12.3,37.2,25.5,28.0,9.2,14.5,16.5,12.7,15.5,20.3,12.2,15.7
121,Jevon Carter,BKN,26,27,19,8,317.0,12.1,9.1,13.8,24.0,26.2,2.6,2.8,6.3,15.0,13.2,21.2,12.8,22.0,16.3,5.9,20.4,7.1,9.7
122,Keldon Johnson,SAS,22,27,10,17,829.0,19.9,21.2,20.1,21.4,16.6,26.5,29.0,15.9,22.1,20.8,10.2,15.6,15.8,4.4,32.4,16.2,20.5,21.8
123,Kevin Durant,BKN,33,27,20,7,999.0,31.4,33.2,31.1,20.5,19.9,46.0,42.4,8.9,25.9,23.0,28.0,29.2,12.3,23.2,21.1,12.6,34.9,33.9
124,Landry Shamet,PHX,24,27,22,5,562.0,15.9,15.5,18.4,33.3,30.9,14.8,13.5,5.3,13.3,11.6,15.0,8.7,9.3,4.3,26.4,15.8,9.5,17.4
125,Lonnie Walker IV,SAS,23,27,11,16,611.0,22.4,19.4,23.7,30.2,36.3,23.3,19.6,3.8,17.3,14.7,18.6,20.4,17.5,11.9,11.7,15.6,13.1,20.9
126,Lonzo Ball,CHI,24,27,17,10,958.0,17.2,15.4,17.4,34.9,31.6,3.9,4.5,16.6,17.4,17.3,27.6,25.0,27.7,29.0,13.1,18.1,8.2,15.9
127,Mo Bamba,ORL,23,27,5,22,774.0,16.2,18.7,17.4,17.9,18.2,8.7,9.3,37.7,28.7,30.7,12.9,14.3,20.8,61.9,16.5,21.4,12.4,17.3
128,Naz Reid,MIN,22,27,13,14,427.0,22.8,26.0,22.8,20.9,18.1,35.0,36.7,33.3,22.6,25.8,9.6,20.3,15.3,39.0,26.9,30.0,30.0,26.6
129,Reggie Bullock,DAL,30,27,13,14,646.0,11.9,11.1,13.5,19.0,21.7,4.5,4.9,4.7,14.7,12.5,7.7,9.8,9.2,5.1,14.3,15.0,3.1,11.3
130,Saddiq Bey,DET,22,27,4,23,860.0,20.1,19.0,21.5,25.4,25.7,15.1,15.5,24.1,19.8,20.9,17.2,15.6,19.4,5.3,20.2,13.0,13.3,19.1
131,Seth Curry,PHI,31,27,14,13,929.0,18.6,22.0,19.7,26.9,24.7,15.3,14.3,9.2,10.3,10.1,18.7,19.3,15.9,5.1,10.1,19.6,16.2,21.4
132,Trey Lyles,DET,26,27,4,23,444.0,20.5,20.4,21.2,18.9,19.9,26.7,25.7,43.6,28.7,32.1,10.4,17.1,10.1,10.3,21.3,22.1,21.8,21.4
133,Zach LaVine,CHI,26,27,17,10,948.0,29.7,32.2,30.3,33.3,31.9,36.4,35.0,5.3,19.5,16.7,24.1,28.2,9.6,10.1,25.0,12.7,31.6,33.0
134,Aleksej Pokusevski,OKC,19,26,8,18,386.0,19.4,17.7,19.8,14.4,20.1,6.3,9.4,26.0,30.6,29.4,20.8,25.0,22.8,38.2,21.7,21.7,11.8,15.8
135,Anfernee Simons,POR,22,26,12,14,618.0,22.0,24.4,24.1,32.6,29.3,13.1,11.3,9.9,12.6,11.9,19.9,18.8,10.4,7.3,20.7,18.9,11.0,23.9
136,Avery Bradley,LAL,31,26,14,12,599.0,11.2,11.8,13.1,25.2,21.7,1.3,1.0,10.2,12.3,11.8,6.9,7.1,18.5,9.1,11.1,17.2,4.7,11.9
137,Chris Boucher,TOR,28,26,13,13,405.0,20.7,21.8,21.9,15.4,23.1,27.4,29.5,35.0,27.3,29.6,4.4,14.5,13.9,52.3,31.8,25.3,24.2,21.9
138,Corey Kispert,WAS,22,26,12,14,340.0,14.0,13.4,15.7,18.4,24.5,9.4,10.1,16.4,15.3,15.6,8.8,11.1,18.2,12.1,20.7,10.6,9.0,13.2
139,Danilo Gallinari,ATL,33,26,12,14,568.0,17.2,17.4,18.6,27.5,24.3,22.4,20.6,12.4,22.3,20.1,13.8,8.5,16.5,13.6,8.5,18.1,20.2,19.4
